nomor;mxid_cmp_d3d1;lq45_cmp_d3d1;hsce_cmp_d3d1;usd_cmp_d3d1;mxidlarge_cmp_d3d1;mxidfin_cmp_d3d1;klse_cmp_d3d1;masiaem_cmp_d3d1;mxidscl_cmp_d3d1;mxapj_cmp_d3d1;kospi_cmp_d3d1;mxidmid_cmp_d3d1;yenidr_cmp_d3d1;set_cmp_d3d1;djia_cmp_d3d1;mxasj_cmp_d3d1;gbpidr_cmp_d3d1;as51_cmp_d3d1;mxap_cmp_d3d1;mxwd_cmp_d3d1;sp500_cmp_d3d1;hsi_cmp_d3d1;twse_cmp_d3d1;smi_cmp_d3d1;as30_cmp_d3d1;cac40_cmp_d3d1;msciw_cmp_d3d1;ftse_cmp_d3d1;nikkei225_cmp_d3d1;msciem_cmp_d3d1;ibex_cmp_d3d1;omx_cmp_d3d1;stoxx_cmp_d3d1;nasdaq_cmp_d3d1;topix_cmp_d3d1;dax_cmp_d3d1;pcomp_cmp_d3d1;nifty_cmp_d3d1;euro_cmp_d3d1;sensex_cmp_d3d1;yen_cmp_d3d1;dxy_cmp_d3d1;xaud_cmp_d3d1;pounds_cmp_d3d1;wti_cmp_d3d1;szcomp_cmp_d3d1;brent_cmp_d3d1;cpo_cmp_d3d1;shcomp_cmp_d3d1;Tekanan
2274;0.567975852;0.08833129;-0.373483492;-0.21389486;0.578528539;0.401865015;-0.292281623;-0.342700043;7.663645012;-0.665640177;-0.184730589;-0.5517727;1.580309;3.275582599;-1.524938304;-0.091403435;-0.433819676;-1.853057956;-0.26399638;-2.573998279;-2.713412208;-0.085745713;-2.381237404;-1.479374959;-1.848937767;-2.979541751;-2.554741003;-2.450691934;-1.246777668;-1.957130154;-3.348367924;-4.501681513;-3.272877096;-3.850951106;-1.323831927;-2.850376238;0.795812744;2.328741926;0.034370383;2.787296728;-2.336942771;-0.074057127;1.350594597;-0.397241329;-0.803687525;3.653366381;-0.143410622;2.567050201;3.24413064;0
2275;-4.319298758;-3.80166293;-2.8080217;-0.01203648;-4.709242044;-0.956437369;-1.149305198;-2.611666011;-3.246870147;-3.360743172;-1.611142952;-3.2793935;0.591489563;-3.332796463;-1.628754786;-2.479628007;-0.351229556;-3.927050094;-2.767647181;-2.339582371;-1.703428632;-3.676053743;-1.162848525;0.445747323;-4.023988987;-2.43409117;-2.171439232;-1.52093928;-2.189265618;-2.930298208;-3.142160262;-1.429485194;-2.984038401;-1.586617828;-2.443289186;-2.339362938;0.372124405;-2.312337821;-0.050607691;-2.37714329;-0.713111295;0.011845606;0.410693809;0.273529584;-0.327442067;0.891049863;-2.188957144;-2.1047997;0.93300486;0
2276;-5.412128415;-4.936591284;-1.313335841;0.611757277;-5.623876568;-2.709317006;-0.800596908;-1.251380822;-11.91073915;-1.608780226;-1.457550915;-4.718201657;0.654690003;-3.372865026;-0.098889102;-1.273663476;0.712658622;-2.043661054;-0.758394433;0.056386297;-0.202268676;-1.663066573;0.123469369;1.271567077;-2.191267414;0.361368413;0.293069348;0.405446546;-0.737719823;-0.396531582;-0.329693735;2.202557996;0.225740251;1.108264398;-0.849982008;0.186070435;1.184525981;1.026060508;0.753343824;1.131614138;-0.03150226;0.613137493;0.65056351;-0.175840314;-2.95466423;0.729647791;-2.509095144;-1.472806371;-0.736737999;0
2277;1.821925049;1.463834434;3.576066172;0.024622634;1.335861326;2.638929226;-0.117344738;5.041934796;-0.330108761;3.97578397;0.513199125;3.587351512;-0.955076123;2.536568109;2.123844111;4.838107669;0.235004619;0.427759602;1.688847331;1.938224407;1.945354833;2.832589781;3.462163118;1.446608667;0.197720524;2.722144751;1.748204948;1.884242999;-0.610749024;4.096625667;1.900051044;2.928382268;2.857621116;2.543868558;-0.503699726;2.463620122;0.768934608;20.30211801;0.596222275;20.15449081;0.580067749;0.513745837;-1.021896902;-0.629829182;0.746261309;1.29547532;3.168392616;-4.867779612;0.336161206;1
2278;9.236599191;8.015437674;4.749090925;-1.126805695;8.986637203;11.20063469;0.903597595;5.788933248;9.958854085;4.972062418;2.517738729;9.993890392;-2.315145098;4.337983048;2.494636112;5.596084898;0.472251155;1.144161156;2.224560145;3.168027245;2.902833409;4.576755977;2.481868403;2.837186116;1.261336096;3.297899224;2.893421061;3.109616491;0.385018472;5.449889892;3.994952596;3.163767667;3.912881561;3.291296439;-0.100314423;4.640483129;-0.099408833;17.7621901;-0.987910339;17.47345794;0.822772215;-1.233049743;-0.700910436;-2.080395487;5.82199021;1.631883795;5.11705965;-3.776365126;1.213474482;0
2279;5.305294648;4.865843436;2.545558904;-0.396988954;5.062960647;5.333930327;3.032972808;2.689917282;4.507326024;3.37363689;3.508619935;5.662393624;2.385322498;3.939278059;-0.926179;2.616374894;3.231277759;2.280584327;3.298585298;2.159656953;-0.692370038;2.623661545;1.972197871;1.313855384;2.285033572;1.785860699;1.85835949;0.429558181;3.369530008;3.824929432;2.60551918;0.578442195;2.687558668;-0.193931798;3.165317219;3.698608841;2.469531173;-1.16289669;-1.599670203;-1.496891999;-1.539083693;-2.089705982;2.329498904;-2.651597256;5.063940325;0.485471037;3.673444736;1.481948286;-0.126449259;0
2280;-1.271473063;-0.463555389;-2.773111925;0.012584216;-1.710424559;-3.934398233;1.969083597;-0.779240361;0.500150567;-0.901988507;-1.828305202;-0.171578305;0.346831371;-0.404350779;-2.28491786;-1.120798112;2.001678589;-1.363349806;0.105400092;-0.522015502;-2.278066578;-2.592342331;1.237847218;-1.64078644;-1.136772377;-1.509382188;-0.588885977;-2.513128935;-0.703682602;0.151629789;-0.322158228;-2.639735464;-0.996319193;-2.35197625;-0.438807603;-0.708585975;0.403035152;-1.802254648;-2.653699462;-2.852988151;-1.211108426;-2.472449889;3.430401009;-2.991051852;3.424223197;-2.520830294;2.982919977;-5.212288954;-3.025042397;0
2281;-0.744249618;0.048043896;-2.298116771;-0.842825343;-0.627700527;-2.109833166;1.15587059;-1.391897546;0.559078203;-1.392092573;-2.498538632;-0.872640029;-1.758553482;-1.875468952;0.020484655;-0.937236107;-0.77729473;-2.185476022;-0.796368402;-1.295885883;-0.019347087;-2.029728855;0.554930248;-1.214312338;-1.896765913;-2.045097407;-1.235920607;-0.034196836;0.040507066;-1.186387844;-0.552605779;-1.781902495;-1.916934496;0.061895508;-0.477948771;-2.275311634;-0.087893363;-0.842758829;-1.603872731;-1.20945253;0.056082984;-1.153754099;2.157526697;-1.034650236;-0.062669232;-1.679512679;-0.660719386;-6.022688439;-1.572902565;0
2282;-1.610314133;-1.52244051;-1.059639579;-0.561893811;-1.639819362;-1.31070367;0.632729561;-2.063621067;-2.401677583;-0.947760797;-2.186052158;-2.060263474;0.971818797;-2.097880769;2.408826177;-1.507228609;1.377446146;0.665479058;-0.205811896;1.448468851;2.740662051;-0.366001407;-0.810304607;0.31795478;0.704052963;1.223089183;1.930434716;1.136740143;0.897794411;-1.048197661;0.987235491;0.532545554;1.458406174;3.518798042;0.993027243;1.232494772;-0.350972583;-2.971021971;0.03505596;-2.258376173;0.17278264;0.313074758;-0.657991098;0.123726256;1.250188261;0.20463303;0.685819562;-4.862676615;-0.50660894;0
2283;0.519801074;0.551079179;4.051737934;0.256607817;0.594116108;0.920108527;-0.538707702;0.866282763;-2.628369496;1.727836099;-2.666725411;1.371056659;4.23384683;0.97168708;-0.00141187;1.502352202;5.135159714;1.583311668;1.280430107;0.915062271;-0.163806069;4.344810893;2.334104847;-0.559601827;1.619249154;1.849474459;1.11112159;-0.1045583;0.899644539;1.077444502;1.733565;0.350596465;1.544106998;-0.06751077;1.073668028;1.676612985;0.835116742;1.045016822;1.411254284;1.430692662;0.475582477;0.419062342;-0.832166892;-0.337687566;0.035349885;0.032043435;3.822743005;0.924884414;0.910092764;0
2284;2.842627336;2.523032274;-0.058010281;1.096426213;2.959667392;1.517370096;-1.022593999;3.860661637;1.458821144;2.589673238;1.386719699;3.57659342;-1.989176024;2.42878615;-0.732366416;3.705706741;-0.226282301;-0.801232441;1.083189315;0.010987612;-0.436990715;-0.000539946;0.169815358;-1.532234224;-0.867154647;-0.154270999;-0.435999525;-0.54946213;1.491565455;2.945694563;0.215089033;-0.345691616;-0.580897839;0.145506251;1.344155337;-0.976447072;1.896738496;5.304093015;0.257933295;5.30959761;1.938258118;0.302058833;0.861835014;-0.030083669;4.346779875;0.115883694;5.02520544;4.752338358;-0.090204942;0
2285;0.486053473;0.991146426;2.127507322;-0.31550737;0.485199133;-0.271569198;-0.3688687;2.148516123;3.081864546;2.072087218;2.503644229;-0.036497413;-2.913138536;0.903646362;2.518573752;2.12782344;-1.644868153;0.316189359;1.21569409;1.952869515;2.873040248;1.667541773;0.118677222;-1.284707032;0.403334404;-0.398260267;1.999232358;-0.010471345;0.952514698;2.60871702;-0.80116147;0.2957319;-1.071225985;2.509320748;0.663336356;-1.147524354;1.45083693;3.956822352;-2.36793334;3.751684771;0.166185779;-1.221896505;2.990225985;-1.310125343;4.507773114;-0.095717812;4.7761252;2.017794044;0.000571749;0
2286;4.952344012;5.483959295;-0.003798383;-1.022007999;4.483232084;4.243577357;1.938742666;4.513995427;7.204283961;5.425675169;1.552883196;7.342171909;-0.324679546;4.425952815;3.699137481;4.589632779;2.643715694;3.706805523;3.81095402;4.290768425;3.962021264;-0.004691099;0.082473918;0.021187708;3.483075302;3.53591997;4.242845592;2.719562055;2.347480163;5.280837645;2.033918642;3.819691895;3.320404776;4.420816779;1.993101926;4.235281236;4.374969071;4.336513447;-1.617233155;3.79899375;-0.223065751;-1.456893354;1.737232593;-2.894121372;5.373479953;0.12099105;5.471551913;3.641400812;0.033287343;1
2287;5.407967741;4.73805041;1.93637488;-0.253020088;4.891970894;6.555268159;1.975639375;2.367186507;3.091348817;3.279462806;1.077781252;8.373646646;-1.384769997;2.496787648;2.941311149;2.26882166;1.481021913;3.460500089;2.183336156;3.140913962;2.858047654;1.364546358;-0.170337782;1.551102517;3.441571164;3.057102027;3.021271044;1.227487318;1.946507051;2.878918015;2.520280679;2.398927566;3.277653286;3.598183177;1.705519554;4.285026509;4.117887555;1.557276483;-0.945176734;1.690518343;0.483947661;-1.108967243;0.229145407;-2.355839893;3.428490332;-0.164031907;3.935411724;1.200433167;-0.018422677;0
2288;1.476627898;0.775203887;-0.91166884;-1.06088449;1.54614661;2.502932709;-0.671530562;-0.599691406;0.069517814;0.61373202;0.134304796;0.51629384;-0.866858605;0.339574778;-0.490498886;-0.337224586;-2.309367052;3.283937011;0.67468198;-1.195353941;-1.113694889;-1.668730818;-0.914108904;0.084419456;3.099707466;-2.077657724;-1.179577331;-2.735832427;0.83755074;-2.258972816;-1.751296625;-3.806135607;-2.114924167;-0.253002519;0.100957259;-1.732231844;0.338555381;-0.019360831;0.067996461;0.180560242;-0.555207405;0.429847871;-1.121808983;0.916121239;-3.564707443;2.25785684;-3.006922702;-2.590422328;2.010081471;0
2289;2.154686185;2.080084637;0.516725783;-1.812988068;2.792499965;1.394682393;-0.032135565;-1.175685224;2.218166144;-1.52521762;-2.379437689;0.871432236;-1.793797844;3.420137306;0.145011262;-0.711636061;-3.22193135;-0.357913986;-1.008107662;-1.403489208;-0.207501076;0.479917926;-2.317579642;-0.27982678;-0.413025096;-1.967803737;-1.544499743;-1.96112149;-0.384969773;-1.880546147;-2.024741206;-3.345772405;-1.789450637;0.73502142;-0.253564891;-1.430564379;0.24643766;1.184848796;0.874401162;0.839101708;0.822900262;1.258263932;-0.029011237;2.50285289;0.348970084;1.506152253;0.612236831;-2.367430958;1.679474103;0
2290;3.545631763;3.946478386;0.234571634;-1.943332217;3.774854163;5.605856248;1.756042979;-0.363556787;4.305604079;-0.941220072;-1.39849781;2.831471188;-4.655827251;3.886386748;1.0349737;-0.309432621;-3.875759334;-1.165101883;-1.332988103;0.113905952;0.815847386;0.54764027;-1.809721651;0.192393493;-1.052964174;0.878893162;0.004016511;1.220430005;0.190116129;0.328431418;0.594974051;0.026708679;0.936602255;1.429450416;0.190754736;0.546589378;2.239803654;1.196353537;1.230569755;1.681235589;2.857630363;1.571725057;-0.875169574;2.030543669;3.492660179;-0.362227596;3.74590909;-0.768533944;-0.90556909;0
2291;0.188256471;1.131975452;-0.207078981;-0.590582993;0.098082328;2.664550829;0.813665166;-0.857968155;3.16868156;-0.968370849;1.036028998;1.390641778;-3.570893498;1.094282486;0.158472176;-1.068459203;-2.648104807;-0.035203051;-0.928685357;-1.124125496;-0.366408015;-1.252275603;-2.465109071;-0.551677486;0.05970545;-0.832709966;-1.227484536;0.375679397;1.990755234;-1.291367267;-0.534383273;0.204346977;-0.888162209;-0.418027661;1.606061781;-1.217049107;0.84320979;-3.085669578;2.016455137;-2.362769711;2.024284326;1.957285614;-2.91093744;0.608786703;-1.150305412;-0.678244361;-1.230336065;-3.596046969;-0.006065908;1
2292;0.220077614;0.48471703;-3.198986581;1.245052608;0.23562791;0.851505158;-0.329124617;-2.981275036;2.142713985;-2.65373531;-1.666937454;-0.583331379;2.577057338;0.573716098;-0.058759259;-3.15867905;3.341819739;-0.863255429;-1.116039124;-0.291041688;0.411100634;-3.331903333;-5.225013057;-0.1412964;-0.968294033;-1.299595551;0.102743748;-0.855607844;0.351520416;-2.06294037;-0.202389414;-0.103163784;-0.843043738;0.530470211;0.125127922;-1.4528621;-1.737354082;-0.726537986;-0.766481946;0.209654889;-1.270821048;-1.123701288;0.058281796;-1.978164395;2.281986961;0.361347964;1.901863668;-4.373512532;1.197295926;1
2293;2.198900532;2.052652022;3.416206728;-0.046125373;2.549727317;0.610767646;0.940502282;2.326613807;4.446545933;2.717328043;1.386003359;1.579291739;0.665972804;4.141092272;-0.38764481;2.193574512;2.195282334;-0.042923885;2.145611519;1.358609341;-0.080138424;3.030467666;-2.470639854;0.879001796;-0.138985175;0.61130846;1.148331992;0.714251734;1.28108531;2.145613165;2.450466261;2.155760548;1.264360913;0.422614208;1.1795578;0.820311767;0.51794969;5.247651193;-0.730007326;5.316670132;-0.457584651;-0.801117541;0.276002324;-1.964826665;4.790420554;1.937659246;4.409656516;0.369064464;1.645456153;0
2294;-1.625667407;-1.199081083;5.374997259;0.323769964;-1.446150201;-3.416525862;1.458550444;3.623693693;1.625024819;3.689288299;3.50192088;-1.000677782;-0.928530311;3.319366497;0.258722479;3.204208204;1.281438429;3.007359235;2.893276205;1.685122889;0.275921497;4.072072253;2.503698967;1.863263078;2.755707871;1.070256055;1.334948605;1.391181111;1.998928842;2.454959668;2.119031558;4.819529433;1.773011929;0.154910473;2.443193448;2.079362337;4.460167831;1.78589527;-0.428542606;1.763286236;0.200677047;-0.553560529;0.067722209;-1.71553327;3.762354972;0.131577639;3.149901973;0.468572972;0.432148949;1
2295;-1.594684833;-1.231691017;0.439501601;0.461411867;-1.575860789;-2.819804409;0.716038473;-0.274146998;-1.324668532;0.172154108;0.919777681;-2.50283232;0.085397474;0.774791839;0.618326076;-0.512003389;0.931466769;0.804902624;0.687688407;0.647415832;0.786640036;0.627849407;-0.196538297;1.545962357;1.045509408;0.361756402;0.717517223;0.127314853;1.392887484;0.012845029;0.939471963;1.702781864;0.400865708;0.433195789;1.480093774;0.374545198;0.016393868;-1.569796063;-0.029801385;-1.470183489;0.234828582;-0.19519131;-1.651109514;-0.420761287;1.035884336;-3.200792057;0.119227987;-0.662791874;-2.501214575;0
2296;-0.506448211;-0.585242896;-1.856929528;0.299269328;-0.062430785;0.130829284;0.205547915;-2.843034665;-3.484560455;-2.8917024;-0.402174898;-2.468223642;0.819737451;-2.4632929;-1.786119566;-2.758632305;-0.747594406;-0.45368926;-1.368382981;-2.723774158;-2.227870627;-1.502410239;-5.062062393;-1.563461916;-0.561765961;-3.582960026;-2.721787694;-2.958343158;0.500890436;-2.756625661;-2.063013245;-2.747164225;-3.663300783;-2.445031824;0.706549798;-4.192982232;0.586752596;-3.298885146;2.257721852;-3.59438369;0.249290026;2.193674427;-2.834562833;1.562308245;-2.878820427;-0.739460487;-3.264006688;-1.867576471;-0.258306724;0
2297;-2.846642052;-3.08204933;-3.383289731;1.118061016;-2.282130508;-1.34517714;-1.540466409;-3.391396221;-4.705104054;-3.355727607;-2.130211616;-4.844242041;2.820075613;-5.189153782;-3.248268414;-3.389701646;0.393835702;-2.396469846;-2.994428263;-3.350945399;-3.617562331;-3.806795679;-3.427141325;-2.741689682;-2.678708031;-3.248859445;-3.407286881;-2.571080009;-3.673204822;-3.320786268;-2.356591678;-1.373586319;-3.220532133;-3.206235739;-3.830283545;-3.624219606;-0.046567508;-1.397335601;1.273843485;-1.725340327;-2.091341773;0.613699295;-0.482115236;0.324414428;-2.196534256;1.420080476;-0.992155768;-2.075947776;1.14041111;1
2298;-3.499445015;-3.20430624;-1.608893486;1.112350649;-3.504278549;-5.932670852;-1.91874075;-2.068441221;-0.211068324;-2.600275136;-1.641458134;-3.255451456;2.562968261;-4.249968929;-1.290214897;-2.170646568;0.981912856;-3.085960897;-1.396910182;-1.882967748;-1.315195902;-2.276521874;-0.500990364;-1.744521488;-3.178334441;-1.821495218;-1.490845126;-1.280300891;-1.996821557;-2.666819405;-2.598735118;-1.344187588;-2.119150174;-0.489020751;-2.425202353;-1.948461439;-6.412555684;-3.009227701;-1.134759365;-2.366119737;-2.196677489;-1.219817324;0.966476006;-0.466135903;0.588193253;1.629817251;1.905220483;-1.716474469;0.840547455;0
2299;-5.433413721;-4.912576122;-2.643645585;2.305391285;-5.116896613;-6.460296788;-1.783348761;-2.747887834;-2.604352937;-2.311016362;-1.722508645;-3.774473537;1.535613491;-4.234306027;0.559968848;-2.622133378;0.936146498;-1.714283226;-1.414119495;-0.352304908;0.72768446;-2.219775938;-1.357734439;-0.053446029;-1.78892033;-0.540260559;-0.196551847;-1.105775414;-0.481558256;-2.665784283;-1.192981845;-1.513556547;-0.543718366;0.50257167;-0.45416617;-1.054975193;-3.112885159;-5.936490276;-0.407433754;-4.586056288;0.096368746;-0.251922583;-0.210151057;0.483224289;1.229154283;2.745313273;1.187955223;-4.746409363;2.680472738;0
2300;-1.915740954;-1.825877196;-1.808869054;0.825557689;-1.479921066;-0.674573712;-1.15398271;-0.760872491;-3.701391333;0.094658746;-0.560770082;-1.706970164;1.223867124;0.425053813;0.628766581;-0.648372476;2.37491918;-0.091059982;-0.622623516;1.142888302;1.11675961;-0.724203771;0.518174613;2.33248183;-0.25414395;2.009369425;1.281628062;1.499443611;-0.601833331;0.293556007;3.128540797;-0.029253044;2.032339018;1.015395267;-0.435400242;0.812494018;-1.856808745;-1.088675574;0.126573261;-0.102317654;0.436918577;0.128271592;-0.487587218;-0.663262428;-2.036592598;1.11939202;-2.422949991;-3.704573283;2.472134614;0
2301;2.26153794;2.022827615;2.014072809;-0.726305234;2.339806709;3.590111776;-0.774264634;1.386963484;-2.193685962;0.823823169;1.85158024;1.66818051;-0.738647148;2.085526207;-2.576680006;1.357441375;-1.414708998;0.796133642;1.308213627;-1.942696235;-2.949419235;1.542114967;3.162005106;-1.163169006;0.718890936;-2.097494782;-1.949172896;-1.078083314;1.414601963;-1.142982203;-0.455306233;-3.068462712;-2.371880119;-2.179613269;1.231258355;-2.838786967;-0.788050835;-0.453296479;0.158477361;0.294281618;-0.564401386;0.07413804;-1.093661381;-0.092777697;-6.199319273;-0.238181802;-5.807783674;-5.350514574;1.52523861;0
2302;-2.697687944;-3.005585363;-2.383802239;1.273061504;-2.147618423;-1.736913461;-1.368819894;-2.140028205;-9.692340481;-2.764215329;-1.628174191;-3.494537859;2.419269412;-3.183770769;-2.573799897;-2.163963032;1.218396306;-2.607535272;-1.986787203;-2.933704801;-2.773247814;-2.326789479;-0.624045462;-1.837466553;-2.566549802;-3.295204918;-2.633262485;-2.677379677;-2.417292827;-3.463471328;-2.511359483;-0.024473202;-3.383392986;-3.559815998;-1.798027599;-2.789753953;-1.182493912;-1.497332684;-0.978324318;-1.29179791;-1.175483968;-0.47549496;-0.750554591;0.288700085;-0.46281539;-0.775085424;-0.556563668;-0.02559744;0.469089818;0
2303;1.653285524;1.354233198;-1.126373348;0.134647335;1.503825828;1.85782991;1.12587886;-0.504391892;-0.029977347;-0.583343615;-2.573298313;1.969587206;2.416934437;-0.101565369;-0.389999148;-0.317575659;2.705023246;-2.957961786;-0.978816991;1.179498496;0.837451774;-0.757218047;0.472080414;2.472650786;-2.758738893;2.137701995;1.212553279;1.23642977;-2.331408149;0.68856481;3.109825333;3.774273576;2.590828928;1.382080983;-2.086840263;3.038048703;0.067050106;1.36029649;-0.500890614;0.765339807;-0.292120417;-0.255551155;0.940455669;-0.353916519;2.473405389;1.570913173;2.013295361;4.247807772;0.88649178;0
2304;6.953227369;7.052024668;4.590033997;-1.851698448;6.758437501;8.360020629;2.857090984;3.387852713;10.5390628;3.306810767;2.399291831;8.102075075;-3.112903999;3.715149969;1.650393477;3.579208051;-2.979768041;1.648750534;2.201269533;2.30106856;2.740988307;4.029885805;4.290524966;0.746928198;1.58783308;1.443390164;1.979591427;0.612387574;2.551630278;3.643972836;3.377551883;3.211617208;2.035305912;3.736660003;2.087053695;2.065076751;4.168211616;-0.059889078;0.566141344;0.038190276;0.911356571;0.593895495;1.369816055;0.691634793;1.362720919;1.97031679;1.377063058;2.146182567;1.288592402;0
2305;2.014006387;2.337560173;4.964011445;-1.268488353;1.631220159;1.055666905;1.606848784;2.904053998;2.742935899;3.123728869;2.308205215;3.341228701;-0.30348061;2.475011632;1.799319011;3.11134068;-0.063267404;2.542803492;3.008682612;1.676206093;2.025661492;3.899533774;1.205478212;-1.288683817;2.616570373;-1.732523773;1.31404994;-0.79693372;2.961406016;2.736558571;0.633304274;0.481841654;-1.148154666;2.541679999;2.772558435;-1.080504764;2.599503459;1.929369424;-0.993374334;2.389709178;-0.43849915;-0.967700558;0.977167289;-0.672069064;0.619867736;0.428984524;0.863522519;2.809621477;0.270860332;0
2306;-0.957366541;-0.753459628;2.090084432;-0.280692562;-1.396348175;-2.48463627;0.172723611;1.196712123;-0.803715418;1.452668406;-0.393798093;0.686197937;-0.047192005;1.764807452;0.800674708;1.298374164;1.262187925;0.678334657;0.675217451;1.538180497;0.777675955;1.496315112;-1.095281243;1.372865601;0.902562407;0.938492148;1.372980397;1.027655582;-0.028528138;2.042811353;1.839695497;3.207366778;1.553389196;0.912286822;-0.347114725;1.845366315;-0.011942187;3.558665694;-0.668512495;3.102978286;0.198941408;-0.785669073;-0.164232857;-1.147307773;1.814900849;1.515017442;1.793917669;-3.685827643;1.665420038;1
2307;-1.091510274;-1.27407843;-0.668648724;-0.19988026;-1.105783316;-1.411614809;-0.169552802;-0.438271633;-1.272113654;0.111548723;-0.393797339;-1.183402459;-0.98508546;0.288390655;-0.026872324;-0.639175854;-0.444325756;1.306120092;-0.48708885;0.036327401;0.193879076;-1.17602021;-0.478167023;0.410755289;1.355751596;0.372317538;0.021964673;0.107390142;0.823458244;-0.193398165;0.99387297;1.169227778;0.508890266;-0.151334419;0.473517492;0.784827942;-1.575317369;-1.847291458;0.172051524;-1.937304528;1.347826079;0.419365854;-1.483085605;0.487202911;0.994057419;0.218329062;0.57759235;-4.198817122;1.020859383;0
2308;1.57395402;1.452512696;-0.188467196;-0.238118036;1.961395366;0.153317406;0.431407414;1.013082065;0.809454892;0.48316795;1.641319073;-0.384527952;-0.522708553;0.172426825;-0.220678078;0.609586031;-0.501373067;-0.261803165;0.468734203;0.193539552;-0.478719337;0.03135121;3.044773394;0.45704409;-0.355440064;0.782662599;0.362802319;1.206039211;1.648647547;1.022012673;0.555873989;1.076751421;0.487335141;-0.015765989;1.511515869;0.232195115;-1.483871411;-1.07734126;-0.500839301;-0.830025895;0.637932327;-0.127037926;0.175348989;0.58073322;-3.207742768;0.926025018;-3.015492458;0.045027157;1.054438928;0
2309;3.136064659;2.50463212;0.164111543;0.170823536;4.114327855;3.390398747;0.412358759;1.170272009;0.038110798;-0.408667977;1.508917956;-0.972710304;0.375693801;-1.922274421;-1.783283644;0.860519668;-0.25424184;-1.774050829;-0.19511001;-1.291077703;-2.604869971;-1.190671505;3.694991417;-0.902070474;-1.929372432;-0.901363648;-1.591283155;-0.293374258;-0.779419922;0.658237813;-1.414197389;-0.465965336;-1.328480195;-2.082277104;-0.763139503;-1.925631174;-0.019878458;1.390991057;0.249672666;1.025839215;-0.469999438;0.047707526;0.425082013;0.312179782;-4.637289495;2.537790747;-3.661180039;-2.354698984;3.442835762;1
2310;1.364491247;1.095861313;-0.086301985;-0.2968932;2.213262549;0.552866783;-0.600041909;0.620942131;-1.035349299;-0.403263149;0.512757394;-1.760029659;0.634650791;0.016322464;-0.045027991;0.183785901;-1.034046634;-1.207812719;-0.20640634;-2.473560063;0.078470038;-0.075031244;1.16948319;-2.358286554;-1.213552684;-3.060386769;-2.623644601;-2.451474528;-1.348890431;-1.017610317;-1.876495398;-2.752705738;-3.029762265;0.056509459;-0.745537448;-4.085037461;-0.12364181;1.792082875;1.202851622;1.731547419;-0.598089413;1.005611372;-0.967033425;0.879772401;-0.020164984;2.446154744;-4.599299411;-3.782650138;2.662497433;1
2311;-1.395772323;-1.251719135;-1.19916976;0.469925819;-1.13299576;-3.278741981;-1.077431373;-0.952261588;-3.000105083;-1.483854577;1.199166456;-2.236316349;0.233875617;0.048038135;0.52011975;-0.978142689;-1.020152974;-2.446329017;-0.724211811;-0.82119199;0.314979146;-1.172041696;-0.186288162;-0.02636533;-2.442344244;-1.208397949;-0.797616218;-0.977282127;-1.990978366;-2.003648882;-0.724162968;-1.203400852;-0.923497788;-0.610528856;-1.381165534;-1.428347354;0.54360232;-4.25493694;0.230529435;-4.320933133;-0.664685115;0.267837757;-0.380328638;0.628691801;-4.059011563;2.338889186;-3.904655976;-2.650813224;2.200321335;0
2312;0.608820344;0.219609216;-2.858675651;0.239461107;1.456723131;-0.402988014;-0.689088577;-1.304615919;0.738774833;-1.445840287;0.981157023;0.577721727;0.648923611;-0.091613019;0.032486275;-1.263037561;-1.665601304;-1.505364055;-0.845152163;-1.794997876;-0.014345571;-1.855484556;0.675948081;-0.114880027;-1.474681464;-2.297647546;-1.974760326;-1.278244802;-1.895145335;-1.962677949;-1.87701636;-0.649909782;-2.309106079;0.140396984;-1.31202021;-2.211145267;1.647804443;-4.864351858;0.400994885;-4.97498644;-1.076704907;0.294724801;-0.838654931;1.143787285;-0.029450117;0.637932249;-3.614641757;-5.55876724;0.02835353;0
2313;2.652589613;2.353466465;-1.781724813;-1.032369075;3.626872503;4.417739907;-0.052017221;-0.522117882;3.341970001;-0.627855509;0.218055958;1.96188082;1.79370168;0.137007674;-1.78240675;-0.41648026;-0.412130911;-0.494676146;-1.553046678;-1.355215974;-1.805462973;-0.926032213;1.501481906;-0.944780329;-0.477244109;-1.883317144;-1.544589854;-0.763512648;-3.901313231;-1.346914215;-1.326404186;-0.699677834;-1.292771676;-1.990600027;-4.17385983;-0.409812646;0.924304825;-2.100929409;-0.250510076;-2.079090183;-2.52659657;-0.860325622;-1.438988525;-0.334370972;-5.796703706;2.649568282;-4.716236164;-3.683868658;-0.072367558;0
2314;-1.077006525;-1.166727779;-1.044801953;-0.443011309;-1.268490982;0.486818692;0.081954058;-1.31937551;-2.572025304;-1.352478338;-0.3741355;-0.756810849;2.407439965;0.157548106;-0.215038232;-0.924004831;0.249056466;0.790487476;-1.24459352;-1.083544687;-0.333366523;-0.812022574;0.774662122;-1.687246684;0.652803981;-2.02486796;-0.889228621;-1.486886855;-3.623658286;-1.868029118;-1.736108978;-1.294433758;-1.579372766;0.638605968;-4.034535882;-0.611873844;0.620040924;-4.803081375;-0.16801745;-4.786438194;-2.426231243;-0.610419248;-1.285791935;-0.646244487;-4.831444506;3.513995686;-4.380533856;-1.971297222;0.694201554;0
